part3,part2b,part2t,part1,scope,language_type,ref_name,comment,print_name,inverted_name,m_id
laj,,,,Individual,Living language,Lango (Uganda),,Lango (Uganda),Lango (Uganda),
lal,,,,Individual,Living language,Lalia,,Lalia,Lalia,
lam,lam,lam,,Individual,Living language,Lamba,,Lamba,Lamba,
lan,,,,Individual,Living language,Laru,,Laru,Laru,
lao,lao,lao,lo,Individual,Living language,Lao,,Lao,Lao,
lap,,,,Individual,Living language,Laka (Chad),,Laka (Chad),Laka (Chad),
laq,,,,Individual,Living language,Qabiao,,Qabiao,Qabiao,
lar,,,,Individual,Living language,Larteh,,Larteh,Larteh,
las,,,,Individual,Living language,Lama (Togo),,Lama (Togo),Lama (Togo),
lat,lat,lat,la,Individual,Historical language,Latin,,Latin,Latin,
lau,,,,Individual,Living language,Laba,,Laba,Laba,
lav,lav,lav,lv,Macrolanguage,Living language,Latvian,,Latvian,Latvian,
law,,,,Individual,Living language,Lauje,,Lauje,Lauje,
lax,,,,Individual,Living language,Tiwa,,Tiwa,Tiwa,
lay,,,,Individual,Living language,Lama Bai,,Lama Bai,"Bai, Lama",
laz,,,,Individual,Extinct language,Aribwatsa,,Aribwatsa,Aribwatsa,
lbb,,,,Individual,Living language,Label,,Label,Label,
lbc,,,,Individual,Living language,Lakkia,,Lakkia,Lakkia,
lbe,,,,Individual,Living language,Lak,,Lak,Lak,
lbf,,,,Individual,Living language,Tinani,,Tinani,Tinani,
lbg,,,,Individual,Living language,Laopang,,Laopang,Laopang,
lbi,,,,Individual,Living language,La'bi,,La'bi,La'bi,
lbj,,,,Individual,Living language,Ladakhi,,Ladakhi,Ladakhi,
lbk,,,,Individual,Living language,Central Bontok,,Central Bontok,"Bontok, Central",bnc
lbl,,,,Individual,Living language,Libon Bikol,,Libon Bikol,"Bikol, Libon",bik
lbm,,,,Individual,Living language,Lodhi,,Lodhi,Lodhi,
lbn,,,,Individual,Living language,Rmeet,,Rmeet,Rmeet,
lbo,,,,Individual,Living language,Laven,,Laven,Laven,
lbq,,,,Individual,Living language,Wampar,,Wampar,Wampar,
lbr,,,,Individual,Living language,Lohorung,,Lohorung,Lohorung,
lbs,,,,Individual,Living language,Libyan Sign Language,,Libyan Sign Language,Libyan Sign Language,
lbt,,,,Individual,Living language,Lachi,,Lachi,Lachi,
lbu,,,,Individual,Living language,Labu,,Labu,Labu,
lbv,,,,Individual,Living language,Lavatbura-Lamusong,,Lavatbura-Lamusong,Lavatbura-Lamusong,
lbw,,,,Individual,Living language,Tolaki,,Tolaki,Tolaki,
lbx,,,,Individual,Living language,Lawangan,,Lawangan,Lawangan,
lby,,,,Individual,Extinct language,Lamalama,,Lamalama,Lamalama,
lby,,,,Individual,Extinct language,Lamalama,,Lamu-Lamu,Lamu-Lamu,
lbz,,,,Individual,Living language,Lardil,,Lardil,Lardil,
lcc,,,,Individual,Living language,Legenyem,,Legenyem,Legenyem,
lcd,,,,Individual,Living language,Lola,,Lola,Lola,
lce,,,,Individual,Living language,Loncong,,Loncong,Loncong,msa
lce,,,,Individual,Living language,Loncong,,Sekak,Sekak,msa
lcf,,,,Individual,Living language,Lubu,,Lubu,Lubu,msa
lch,,,,Individual,Living language,Luchazi,,Luchazi,Luchazi,
lcl,,,,Individual,Living language,Lisela,,Lisela,Lisela,
lcm,,,,Individual,Living language,Tungag,,Tungag,Tungag,
lcp,,,,Individual,Living language,Western Lawa,,Western Lawa,"Lawa, Western",
lcq,,,,Individual,Living language,Luhu,,Luhu,Luhu,
lcs,,,,Individual,Living language,Lisabata-Nuniali,,Lisabata-Nuniali,Lisabata-Nuniali,
lda,,,,Individual,Living language,Kla-Dan,,Kla-Dan,Kla-Dan,
ldb,,,,Individual,Living language,Dũya,,Dũya,Dũya,
ldd,,,,Individual,Living language,Luri,,Luri,Luri,
ldg,,,,Individual,Living language,Lenyima,,Lenyima,Lenyima,
ldh,,,,Individual,Living language,Lamja-Dengsa-Tola,,Lamja-Dengsa-Tola,Lamja-Dengsa-Tola,
ldi,,,,Individual,Living language,Laari,,Laari,Laari,kon
ldj,,,,Individual,Living language,Lemoro,,Lemoro,Lemoro,
ldk,,,,Individual,Living language,Leelau,,Leelau,Leelau,
ldl,,,,Individual,Living language,Kaan,,Kaan,Kaan,
ldm,,,,Individual,Living language,Landoma,,Landoma,Landoma,
ldn,,,,Individual,Constructed language,Láadan,,Láadan,Láadan,
ldo,,,,Individual,Living language,Loo,,Loo,Loo,
ldp,,,,Individual,Living language,Tso,,Tso,Tso,
ldq,,,,Individual,Living language,Lufu,,Lufu,Lufu,
lea,,,,Individual,Living language,Lega-Shabunda,,Lega-Shabunda,Lega-Shabunda,
leb,,,,Individual,Living language,Lala-Bisa,,Lala-Bisa,Lala-Bisa,
lec,,,,Individual,Living language,Leco,,Leco,Leco,
led,,,,Individual,Living language,Lendu,,Lendu,Lendu,
lee,,,,Individual,Living language,Lyélé,,Lyélé,Lyélé,
lef,,,,Individual,Living language,Lelemi,,Lelemi,Lelemi,
leh,,,,Individual,Living language,Lenje,,Lenje,Lenje,
lei,,,,Individual,Living language,Lemio,,Lemio,Lemio,
lej,,,,Individual,Living language,Lengola,,Lengola,Lengola,
lek,,,,Individual,Living language,Leipon,,Leipon,Leipon,
lel,,,,Individual,Living language,Lele (Democratic Republic of Congo),,Lele (Democratic Republic of Congo),Lele (Democratic Republic of Congo),
lem,,,,Individual,Living language,Nomaande,,Nomaande,Nomaande,
len,,,,Individual,Extinct language,Lenca,,Lenca,Lenca,
leo,,,,Individual,Living language,Leti (Cameroon),,Leti (Cameroon),Leti (Cameroon),
lep,,,,Individual,Living language,Lepcha,,Lepcha,Lepcha,
leq,,,,Individual,Living language,Lembena,,Lembena,Lembena,
ler,,,,Individual,Living language,Lenkau,,Lenkau,Lenkau,
les,,,,Individual,Living language,Lese,,Lese,Lese,
let,,,,Individual,Living language,Lesing-Gelimi,,Amio-Gelimi,Amio-Gelimi,
let,,,,Individual,Living language,Lesing-Gelimi,,Lesing-Gelimi,Lesing-Gelimi,
leu,,,,Individual,Living language,Kara (Papua New Guinea),,Kara (Papua New Guinea),Kara (Papua New Guinea),
lev,,,,Individual,Living language,Lamma,,Lamma,Lamma,
lew,,,,Individual,Living language,Ledo Kaili,,Ledo Kaili,"Kaili, Ledo",
lex,,,,Individual,Living language,Luang,,Luang,Luang,
ley,,,,Individual,Living language,Lemolang,,Lemolang,Lemolang,
lez,lez,lez,,Individual,Living language,Lezghian,,Lezghian,Lezghian,
lfa,,,,Individual,Living language,Lefa,,Lefa,Lefa,
lfn,,,,Individual,Constructed language,Lingua Franca Nova,,Lingua Franca Nova,Lingua Franca Nova,
lga,,,,Individual,Living language,Lungga,,Lungga,Lungga,
lgb,,,,Individual,Living language,Laghu,,Laghu,Laghu,
lgg,,,,Individual,Living language,Lugbara,,Lugbara,Lugbara,
lgh,,,,Individual,Living language,Laghuu,,Laghuu,Laghuu,
lgi,,,,Individual,Living language,Lengilu,,Lengilu,Lengilu,
lgk,,,,Individual,Living language,Lingarak,,Lingarak,Lingarak,
lgk,,,,Individual,Living language,Lingarak,,Neverver,Neverver,
lgl,,,,Individual,Living language,Wala,,Wala,Wala,
lgm,,,,Individual,Living language,Lega-Mwenga,,Lega-Mwenga,Lega-Mwenga,
lgn,,,,Individual,Living language,T'apo,,Opuuo,Opuuo,
lgn,,,,Individual,Living language,T'apo,,T'apo,T'apo,
lgo,,,,Individual,Living language,Lango (South Sudan),,Lango (South Sudan),Lango (South Sudan),
lgq,,,,Individual,Living language,Logba,,Logba,Logba,
lgr,,,,Individual,Living language,Lengo,,Lengo,Lengo,
lgs,,,,Individual,Living language,Guinea-Bissau Sign Language,,Guinea-Bissau Sign Language,Guinea-Bissau Sign Language,
lgs,,,,Individual,Living language,Guinea-Bissau Sign Language,,Língua Gestual Guineense,Língua Gestual Guineense,
lgt,,,,Individual,Living language,Pahi,,Pahi,Pahi,
lgu,,,,Individual,Living language,Longgu,,Longgu,Longgu,
lgz,,,,Individual,Living language,Ligenza,,Ligenza,Ligenza,
lha,,,,Individual,Living language,Laha (Viet Nam),,Laha (Viet Nam),Laha (Viet Nam),
lhh,,,,Individual,Living language,Laha (Indonesia),,Laha (Indonesia),Laha (Indonesia),
lhi,,,,Individual,Living language,Lahu Shi,,Lahu Shi,Lahu Shi,
lhl,,,,Individual,Living language,Lahul Lohar,,Lahul Lohar,"Lohar, Lahul",
lhm,,,,Individual,Living language,Lhomi,,Lhomi,Lhomi,
lhn,,,,Individual,Living language,Lahanan,,Lahanan,Lahanan,
lhp,,,,Individual,Living language,Lhokpu,,Lhokpu,Lhokpu,
lhs,,,,Individual,Extinct language,Mlahsö,,Mlahsö,Mlahsö,
lht,,,,Individual,Living language,Lo-Toga,,Lo-Toga,Lo-Toga,
lhu,,,,Individual,Living language,Lahu,,Lahu,Lahu,
lia,,,,Individual,Living language,West-Central Limba,,West-Central Limba,"Limba, West-Central",
lib,,,,Individual,Living language,Likum,,Likum,Likum,
lic,,,,Individual,Living language,Hlai,,Hlai,Hlai,
lid,,,,Individual,Living language,Nyindrou,,Nyindrou,Nyindrou,
lie,,,,Individual,Living language,Likila,,Likila,Likila,
lif,,,,Individual,Living language,Limbu,,Limbu,Limbu,
lig,,,,Individual,Living language,Ligbi,,Ligbi,Ligbi,
lih,,,,Individual,Living language,Lihir,,Lihir,Lihir,
lij,,,,Individual,Living language,Ligurian,,Ligurian,Ligurian,
lik,,,,Individual,Living language,Lika,,Lika,Lika,
lil,,,,Individual,Living language,Lillooet,,Lillooet,Lillooet,
lim,lim,lim,li,Individual,Living language,Limburgan,,Limburgan,Limburgan,
lim,lim,lim,li,Individual,Living language,Limburgan,,Limburger,Limburger,
lim,lim,lim,li,Individual,Living language,Limburgan,,Limburgish,Limburgish,
lin,lin,lin,ln,Individual,Living language,Lingala,,Lingala,Lingala,
lio,,,,Individual,Living language,Liki,,Liki,Liki,
lip,,,,Individual,Living language,Sekpele,,Sekpele,Sekpele,
liq,,,,Individual,Living language,Libido,,Libido,Libido,
lir,,,,Individual,Living language,Liberian English,,Liberian English,"English, Liberian",
lis,,,,Individual,Living language,Lisu,,Lisu,Lisu,
lit,lit,lit,lt,Individual,Living language,Lithuanian,,Lithuanian,Lithuanian,
liu,,,,Individual,Living language,Logorik,,Logorik,Logorik,
liv,,,,Individual,Living language,Liv,,Liv,Liv,
liw,,,,Individual,Living language,Col,,Col,Col,msa
lix,,,,Individual,Living language,Liabuku,,Liabuku,Liabuku,
liy,,,,Individual,Living language,Banda-Bambari,,Banda-Bambari,Banda-Bambari,
liz,,,,Individual,Living language,Libinza,,Libinza,Libinza,
lja,,,,Individual,Extinct language,Golpa,,Golpa,Golpa,
lje,,,,Individual,Living language,Rampi,,Rampi,Rampi,
lji,,,,Individual,Living language,Laiyolo,,Laiyolo,Laiyolo,
ljl,,,,Individual,Living language,Li'o,,Li'o,Li'o,
ljp,,,,Individual,Living language,Lampung Api,,Lampung Api,Lampung Api,
ljw,,,,Individual,Living language,Yirandali,,Yirandali,Yirandali,
ljx,,,,Individual,Extinct language,Yuru,,Yuru,Yuru,
lka,,,,Individual,Living language,Lakalei,,Lakalei,Lakalei,
lkb,,,,Individual,Living language,Kabras,,Kabras,Kabras,luy
lkb,,,,Individual,Living language,Kabras,,Lukabaras,Lukabaras,luy
lkc,,,,Individual,Living language,Kucong,,Kucong,Kucong,
lkd,,,,Individual,Living language,Lakondê,,Lakondê,Lakondê,
lke,,,,Individual,Living language,Kenyi,,Kenyi,Kenyi,
lkh,,,,Individual,Living language,Lakha,,Lakha,Lakha,
lki,,,,Individual,Living language,Laki,,Laki,Laki,
lkj,,,,Individual,Living language,Remun,,Remun,Remun,
lkl,,,,Individual,Living language,Laeko-Libuat,,Laeko-Libuat,Laeko-Libuat,
lkm,,,,Individual,Extinct language,Kalaamaya,,Kalaamaya,Kalaamaya,
lkn,,,,Individual,Living language,Lakon,,Lakon,Lakon,
lkn,,,,Individual,Living language,Lakon,,Vure,Vure,
lko,,,,Individual,Living language,Khayo,,Khayo,Khayo,luy
lko,,,,Individual,Living language,Khayo,,Olukhayo,Olukhayo,luy
lkr,,,,Individual,Living language,Päri,,Päri,Päri,
lks,,,,Individual,Living language,Kisa,,Kisa,Kisa,luy
lks,,,,Individual,Living language,Kisa,,Olushisa,Olushisa,luy
lkt,,,,Individual,Living language,Lakota,,Lakota,Lakota,
lku,,,,Individual,Extinct language,Kungkari,,Kungkari,Kungkari,
lky,,,,Individual,Living language,Lokoya,,Lokoya,Lokoya,
lla,,,,Individual,Living language,Lala-Roba,,Lala-Roba,Lala-Roba,
llb,,,,Individual,Living language,Lolo,,Lolo,Lolo,
llc,,,,Individual,Living language,Lele (Guinea),,Lele (Guinea),Lele (Guinea),
lld,,,,Individual,Living language,Ladin,,Ladin,Ladin,
lle,,,,Individual,Living language,Lele (Papua New Guinea),,Lele (Papua New Guinea),Lele (Papua New Guinea),
llf,,,,Individual,Extinct language,Hermit,,Hermit,Hermit,
llg,,,,Individual,Living language,Lole,,Lole,Lole,
llh,,,,Individual,Living language,Lamu,,Lamu,Lamu,
lli,,,,Individual,Living language,Teke-Laali,,Teke-Laali,Teke-Laali,
llj,,,,Individual,Extinct language,Ladji Ladji,,Ladji Ladji,Ladji Ladji,
llk,,,,Individual,Extinct language,Lelak,,Lelak,Lelak,
lll,,,,Individual,Living language,Lilau,,Lilau,Lilau,
llm,,,,Individual,Living language,Lasalimu,,Lasalimu,Lasalimu,
lln,,,,Individual,Living language,Lele (Chad),,Lele (Chad),Lele (Chad),
llp,,,,Individual,Living language,North Efate,,North Efate,"Efate, North",
llq,,,,Individual,Living language,Lolak,,Lolak,Lolak,
lls,,,,Individual,Living language,Lithuanian Sign Language,,Lithuanian Sign Language,Lithuanian Sign Language,
llu,,,,Individual,Living language,Lau,,Lau,Lau,
llx,,,,Individual,Living language,Lauan,,Lauan,Lauan,
lma,,,,Individual,Living language,East Limba,,East Limba,"Limba, East",
lmb,,,,Individual,Living language,Merei,,Merei,Merei,
lmc,,,,Individual,Extinct language,Limilngan,,Limilngan,Limilngan,
lmd,,,,Individual,Living language,Lumun,,Lumun,Lumun,
lme,,,,Individual,Living language,Pévé,,Pévé,Pévé,
lmf,,,,Individual,Living language,South Lembata,,South Lembata,"Lembata, South",
lmg,,,,Individual,Living language,Lamogai,,Lamogai,Lamogai,
lmh,,,,Individual,Living language,Lambichhong,,Lambichhong,Lambichhong,
lmi,,,,Individual,Living language,Lombi,,Lombi,Lombi,
lmj,,,,Individual,Living language,West Lembata,,West Lembata,"Lembata, West",
lmk,,,,Individual,Living language,Lamkang,,Lamkang,Lamkang,
lml,,,,Individual,Living language,Hano,,Hano,Hano,
lmn,,,,Individual,Living language,Lambadi,,Lambadi,Lambadi,
lmo,,,,Individual,Living language,Lombard,,Lombard,Lombard,
lmp,,,,Individual,Living language,Limbum,,Limbum,Limbum,
lmq,,,,Individual,Living language,Lamatuka,,Lamatuka,Lamatuka,
lmr,,,,Individual,Living language,Lamalera,,Lamalera,Lamalera,
lmu,,,,Individual,Living language,Lamenu,,Lamenu,Lamenu,
lmv,,,,Individual,Living language,Lomaiviti,,Lomaiviti,Lomaiviti,
lmw,,,,Individual,Living language,Lake Miwok,,Lake Miwok,"Miwok, Lake",
lmx,,,,Individual,Living language,Laimbue,,Laimbue,Laimbue,
lmy,,,,Individual,Living language,Lamboya,,Lamboya,Lamboya,
lna,,,,Individual,Living language,Langbashe,,Langbashe,Langbashe,
lnb,,,,Individual,Living language,Mbalanhu,,Mbalanhu,Mbalanhu,
lnd,,,,Individual,Living language,Lundayeh,,Lun Bawang,Lun Bawang,
lnd,,,,Individual,Living language,Lundayeh,,Lundayeh,Lundayeh,
lng,,,,Individual,Historical language,Langobardic,,Langobardic,Langobardic,
lnh,,,,Individual,Living language,Lanoh,,Lanoh,Lanoh,
lni,,,,Individual,Living language,Daantanai',,Daantanai',Daantanai',
lnj,,,,Individual,Extinct language,Leningitij,,Leningitij,Leningitij,
lnl,,,,Individual,Living language,South Central Banda,,South Central Banda,"Banda, South Central",
lnm,,,,Individual,Living language,Langam,,Langam,Langam,
lnn,,,,Individual,Living language,Lorediakarkar,,Lorediakarkar,Lorediakarkar,
lns,,,,Individual,Living language,Lamnso',,Lamnso',Lamnso',
lnu,,,,Individual,Living language,Longuda,,Longuda,Longuda,
lnw,,,,Individual,Extinct language,Lanima,,Lanima,Lanima,
lnz,,,,Individual,Living language,Lonzo,,Lonzo,Lonzo,
loa,,,,Individual,Living language,Loloda,,Loloda,Loloda,
lob,,,,Individual,Living language,Lobi,,Lobi,Lobi,
loc,,,,Individual,Living language,Inonhan,,Inonhan,Inonhan,
loe,,,,Individual,Living language,Saluan,,Saluan,Saluan,
lof,,,,Individual,Living language,Logol,,Logol,Logol,
log,,,,Individual,Living language,Logo,,Logo,Logo,
loh,,,,Individual,Living language,Laarim,,Laarim,Laarim,
loh,,,,Individual,Living language,Laarim,,Narim,Narim,
loi,,,,Individual,Living language,Loma (Côte d'Ivoire),,Loma (Côte d'Ivoire),Loma (Côte d'Ivoire),
loj,,,,Individual,Living language,Lou,,Lou,Lou,
lok,,,,Individual,Living language,Loko,,Loko,Loko,
lol,lol,lol,,Individual,Living language,Mongo,,Mongo,Mongo,
lom,,,,Individual,Living language,Loma (Liberia),,Loma (Liberia),Loma (Liberia),
lon,,,,Individual,Living language,Malawi Lomwe,,Malawi Lomwe,"Lomwe, Malawi",
loo,,,,Individual,Living language,Lombo,,Lombo,Lombo,
lop,,,,Individual,Living language,Lopa,,Lopa,Lopa,
loq,,,,Individual,Living language,Lobala,,Lobala,Lobala,
lor,,,,Individual,Living language,Téén,,Téén,Téén,
los,,,,Individual,Living language,Loniu,,Loniu,Loniu,
lot,,,,Individual,Living language,Otuho,,Otuho,Otuho,
lou,,,,Individual,Living language,Louisiana Creole,,Louisiana Creole,"Creole, Louisiana",
lov,,,,Individual,Living language,Lopi,,Lopi,Lopi,
low,,,,Individual,Living language,Tampias Lobu,,Tampias Lobu,"Lobu, Tampias",
lox,,,,Individual,Living language,Loun,,Loun,Loun,
loy,,,,Individual,Living language,Loke,,Loke,Loke,
loz,loz,loz,,Individual,Living language,Lozi,,Lozi,Lozi,
lpa,,,,Individual,Living language,Lelepa,,Lelepa,Lelepa,
lpe,,,,Individual,Living language,Lepki,,Lepki,Lepki,
lpn,,,,Individual,Living language,Long Phuri Naga,,Long Phuri Naga,"Naga, Long Phuri",
lpo,,,,Individual,Living language,Lipo,,Lipo,Lipo,
lpx,,,,Individual,Living language,Lopit,,Lopit,Lopit,
lqr,,,,Individual,Living language,Logir,,Logir,Logir,
lra,,,,Individual,Living language,Rara Bakati',,Rara Bakati',Rara Bakati',
lrc,,,,Individual,Living language,Northern Luri,,Northern Luri,"Luri, Northern",
lre,,,,Individual,Extinct language,Laurentian,,Laurentian,Laurentian,
lrg,,,,Individual,Extinct language,Laragia,,Laragia,Laragia,
lri,,,,Individual,Living language,Marachi,,Marachi,Marachi,luy
lri,,,,Individual,Living language,Marachi,,Olumarachi,Olumarachi,luy
lrk,,,,Individual,Living language,Loarki,,Loarki,Loarki,
lrl,,,,Individual,Living language,Lari,,Lari,Lari,
lrm,,,,Individual,Living language,Marama,,Marama,Marama,luy
lrm,,,,Individual,Living language,Marama,,Olumarama,Olumarama,luy
lrn,,,,Individual,Living language,Lorang,,Lorang,Lorang,
lro,,,,Individual,Living language,Laro,,Laro,Laro,
lrr,,,,Individual,Living language,Southern Yamphu,,Southern Yamphu,"Yamphu, Southern",
lrt,,,,Individual,Living language,Larantuka Malay,,Larantuka Malay,"Malay, Larantuka",
lrv,,,,Individual,Living language,Larevat,,Larevat,Larevat,
lrz,,,,Individual,Living language,Lemerig,,Lemerig,Lemerig,
lsa,,,,Individual,Living language,Lasgerdi,,Lasgerdi,Lasgerdi,
lsb,,,,Individual,Living language,Burundian Sign Language,,Burundian Sign Language,Burundian Sign Language,
lsb,,,,Individual,Living language,Burundian Sign Language,,Langue des Signes Burundaise,Langue des Signes Burundaise,
lsc,,,,Individual,Living language,Albarradas Sign Language,,Albarradas Sign Language,Albarradas Sign Language,
lsc,,,,Individual,Living language,Albarradas Sign Language,,Lengua de señas Albarradas,Lengua de señas Albarradas,
lsd,,,,Individual,Living language,Lishana Deni,,Lishana Deni,Lishana Deni,
lse,,,,Individual,Living language,Lusengo,,Lusengo,Lusengo,
lsh,,,,Individual,Living language,Lish,,Lish,Lish,
lsi,,,,Individual,Living language,Lashi,,Lashi,Lashi,
lsl,,,,Individual,Living language,Latvian Sign Language,,Latvian Sign Language,Latvian Sign Language,
lsm,,,,Individual,Living language,Saamia,,Olusamia,Olusamia,luy
lsm,,,,Individual,Living language,Saamia,,Saamia,Saamia,luy
lsn,,,,Individual,Living language,Tibetan Sign Language,,Tibetan Sign Language,Tibetan Sign Language,
lso,,,,Individual,Living language,Laos Sign Language,,Laos Sign Language,Laos Sign Language,
lsp,,,,Individual,Living language,Panamanian Sign Language,,Lengua de Señas Panameñas,Lengua de Señas Panameñas,
lsp,,,,Individual,Living language,Panamanian Sign Language,,Panamanian Sign Language,Panamanian Sign Language,
lsr,,,,Individual,Living language,Aruop,,Aruop,Aruop,
lss,,,,Individual,Living language,Lasi,,Lasi,Lasi,
lst,,,,Individual,Living language,Trinidad and Tobago Sign Language,,Trinidad and Tobago Sign Language,Trinidad and Tobago Sign Language,
lsv,,,,Individual,Living language,Sivia Sign Language,,Sivia Sign Language,Sivia Sign Language,
lsw,,,,Individual,Living language,Seychelles Sign Language,,Lalang Siny Seselwa,Lalang Siny Seselwa,
lsw,,,,Individual,Living language,Seychelles Sign Language,,Langue des Signes Seychelloise,Langue des Signes Seychelloise,
lsw,,,,Individual,Living language,Seychelles Sign Language,,Seychelles Sign Language,Seychelles Sign Language,
lsy,,,,Individual,Living language,Mauritian Sign Language,,Mauritian Sign Language,Mauritian Sign Language,
ltc,,,,Individual,Historical language,Late Middle Chinese,,Late Middle Chinese,"Chinese, Late Middle",
ltg,,,,Individual,Living language,Latgalian,,Latgalian,Latgalian,lav
lth,,,,Individual,Living language,Thur,,Thur,Thur,
lti,,,,Individual,Living language,Leti (Indonesia),,Leti (Indonesia),Leti (Indonesia),
ltn,,,,Individual,Living language,Latundê,,Latundê,Latundê,
lto,,,,Individual,Living language,Tsotso,,Olutsotso,Olutsotso,luy
lto,,,,Individual,Living language,Tsotso,,Tsotso,Tsotso,luy
lts,,,,Individual,Living language,Tachoni,,Lutachoni,Lutachoni,luy
lts,,,,Individual,Living language,Tachoni,,Tachoni,Tachoni,luy
ltu,,,,Individual,Living language,Latu,,Latu,Latu,
ltz,ltz,ltz,lb,Individual,Living language,Luxembourgish,,Letzeburgesch,Letzeburgesch,
ltz,ltz,ltz,lb,Individual,Living language,Luxembourgish,,Luxembourgish,Luxembourgish,
